,Ob,Age,Overall,Potential,Special,International Reputation,Weak Foot,Skill Moves,Height,Weight,Positions Average,Exponential Term,Quadratic Term,Top 20 Clubs,Average Club Wages
4654,17400,24,63,68,1460,1.0,3.0,2.0,69.0,157.0,55.26923076923077,18.189894035458565,3969,0.0,0.0
4655,17401,26,82,83,1936,2.0,4.0,4.0,70.0,163.0,70.38461538461539,1262.177448353619,6724,0.0,39509.0
4656,17402,31,64,64,1651,1.0,3.0,3.0,69.0,165.0,57.38461538461539,22.737367544323206,4096,0.0,0.0
4657,17403,24,82,87,2096,2.0,3.0,5.0,73.0,170.0,76.03846153846153,1262.177448353619,6724,221.0,0.0
4658,17404,21,65,72,1675,1.0,2.0,2.0,72.0,172.0,59.69230769230769,28.421709430404007,4225,0.0,5287.0
4659,17405,21,63,71,1596,1.0,3.0,2.0,71.0,183.0,57.61538461538461,18.189894035458565,3969,0.0,0.0
4660,17406,28,60,60,1631,1.0,2.0,2.0,72.0,170.0,56.88461538461539,9.313225746154785,3600,0.0,0.0
4661,17407,30,72,72,1704,1.0,3.0,2.0,74.0,179.0,59.65384615384615,135.52527156068805,5184,0.0,13459.0
4662,17408,24,62,65,1508,1.0,2.0,4.0,72.0,163.0,55.69230769230769,14.551915228366852,3844,0.0,0.0
4663,17409,19,62,77,1537,1.0,2.0,3.0,69.0,139.0,56.0,14.551915228366852,3844,0.0,21046.0
4664,17410,34,60,60,1746,1.0,3.0,3.0,72.0,176.0,59.84615384615385,9.313225746154785,3600,0.0,0.0
4665,17411,24,64,69,1654,1.0,3.0,2.0,67.0,152.0,56.0,22.737367544323206,4096,0.0,0.0
4666,17412,33,72,72,1209,1.0,2.0,1.0,72.0,187.0,0.0,135.52527156068805,5184,0.0,6489.0
4667,17413,33,73,73,1807,1.0,3.0,3.0,72.0,172.0,66.73076923076923,169.40658945086008,5329,0.0,14685.0
4668,17414,24,61,66,1480,1.0,3.0,2.0,72.0,159.0,53.57692307692308,11.641532182693481,3721,0.0,0.0
4669,17415,29,66,66,1804,1.0,4.0,2.0,72.0,174.0,63.84615384615385,35.52713678800501,4356,0.0,0.0
4670,17416,26,68,71,1664,1.0,3.0,2.0,74.0,165.0,60.53846153846154,55.51115123125783,4624,0.0,0.0
4671,17417,31,70,70,1535,1.0,3.0,2.0,73.0,185.0,56.46153846153846,86.73617379884035,4900,0.0,0.0
4672,17418,21,67,78,1730,1.0,3.0,3.0,72.0,161.0,63.92307692307692,44.40892098500626,4489,0.0,0.0
4673,17419,25,75,78,1612,2.0,3.0,2.0,76.0,174.0,62.03846153846154,264.6977960169689,5625,0.0,0.0
4674,17420,24,67,73,1596,1.0,3.0,3.0,72.0,174.0,54.03846153846154,44.40892098500626,4489,0.0,5280.0
4675,17421,32,79,79,2120,2.0,3.0,4.0,69.0,143.0,76.1923076923077,646.2348535570528,6241,321.0,0.0
4676,17422,24,66,70,1539,1.0,3.0,2.0,74.0,181.0,57.07692307692308,35.52713678800501,4356,0.0,0.0
4677,17423,30,70,70,1159,1.0,2.0,1.0,77.0,190.0,0.0,86.73617379884035,4900,0.0,0.0
4678,17424,29,64,64,1499,1.0,4.0,2.0,72.0,163.0,55.15384615384615,22.737367544323206,4096,0.0,0.0
4679,17425,31,61,61,1491,1.0,3.0,2.0,72.0,174.0,53.42307692307692,11.641532182693481,3721,0.0,0.0
4680,17426,28,74,74,2034,1.0,3.0,3.0,72.0,163.0,71.73076923076923,211.75823681357508,5476,0.0,0.0
4681,17427,30,63,63,1548,1.0,3.0,2.0,72.0,168.0,57.65384615384615,18.189894035458565,3969,0.0,0.0
4682,17428,32,70,70,1163,1.0,2.0,1.0,75.0,179.0,0.0,86.73617379884035,4900,0.0,0.0
4683,17429,30,66,66,1827,1.0,3.0,2.0,71.0,165.0,64.92307692307692,35.52713678800501,4356,0.0,0.0
4684,17430,20,64,74,1692,1.0,3.0,2.0,70.0,161.0,58.30769230769231,22.737367544323206,4096,0.0,0.0
4685,17431,32,70,70,1965,2.0,4.0,3.0,67.0,152.0,69.73076923076923,86.73617379884035,4900,0.0,0.0
4686,17432,22,64,73,1707,1.0,3.0,2.0,74.0,187.0,63.26923076923077,22.737367544323206,4096,0.0,14685.0
4687,17433,26,69,70,1667,1.0,3.0,3.0,71.0,161.0,59.34615384615385,69.38893903907228,4761,0.0,0.0
4688,17434,24,75,78,2015,1.0,3.0,3.0,69.0,154.0,73.57692307692308,264.6977960169689,5625,0.0,0.0
4689,17435,26,69,71,1649,1.0,3.0,2.0,72.0,185.0,60.42307692307692,69.38893903907228,4761,0.0,0.0
4690,17436,20,60,71,1577,1.0,3.0,2.0,70.0,168.0,57.11538461538461,9.313225746154785,3600,0.0,0.0
4691,17437,18,56,76,1452,1.0,3.0,2.0,70.0,154.0,50.88461538461539,3.814697265625,3136,0.0,0.0
4692,17438,26,62,65,1497,1.0,3.0,2.0,72.0,163.0,57.03846153846154,14.551915228366852,3844,0.0,0.0
4693,17439,20,59,74,1459,1.0,3.0,2.0,67.0,143.0,51.07692307692308,7.450580596923828,3481,0.0,0.0
4694,17440,24,72,80,1592,1.0,3.0,2.0,74.0,172.0,57.57692307692308,135.52527156068805,5184,0.0,0.0
4695,17441,23,63,69,1550,1.0,3.0,3.0,69.0,168.0,55.88461538461539,18.189894035458565,3969,0.0,0.0
4696,17442,20,63,79,1620,1.0,3.0,3.0,71.0,165.0,60.73076923076923,18.189894035458565,3969,137.0,0.0
4697,17443,18,55,69,1480,1.0,3.0,2.0,66.0,139.0,53.11538461538461,3.0517578125,3025,0.0,0.0
4698,17444,32,78,78,1199,2.0,2.0,1.0,77.0,209.0,0.0,516.9878828456423,6084,0.0,0.0
4699,17445,21,64,73,1477,1.0,3.0,2.0,76.0,205.0,53.0,22.737367544323206,4096,0.0,0.0
4700,17446,29,76,76,2056,2.0,2.0,3.0,71.0,174.0,74.11538461538461,330.8722450212111,5776,0.0,30072.0
4701,17447,32,71,71,1918,1.0,4.0,3.0,70.0,179.0,69.6923076923077,108.42021724855044,5041,0.0,0.0
4702,17448,25,65,66,1735,1.0,3.0,3.0,67.0,143.0,61.73076923076923,28.421709430404007,4225,0.0,3135.0
4703,17449,27,81,84,1114,2.0,3.0,1.0,73.0,172.0,0.0,1009.7419586828951,6561,0.0,10178.0
4704,17450,36,74,74,1869,2.0,3.0,2.0,73.0,179.0,68.03846153846153,211.75823681357508,5476,0.0,7842.0
4705,17451,23,68,76,1887,1.0,3.0,3.0,71.0,163.0,67.23076923076923,55.51115123125783,4624,0.0,0.0
4706,17452,22,57,67,918,1.0,3.0,1.0,72.0,172.0,0.0,4.76837158203125,3249,0.0,0.0
4707,17453,28,72,72,1876,1.0,3.0,3.0,68.0,154.0,67.38461538461539,135.52527156068805,5184,0.0,5299.0
4708,17454,25,75,80,1700,1.0,4.0,2.0,72.0,163.0,61.92307692307692,264.6977960169689,5625,0.0,6489.0
4709,17455,34,67,67,1389,1.0,3.0,2.0,73.0,176.0,48.76923076923077,44.40892098500626,4489,0.0,0.0
4710,17456,21,56,65,1368,1.0,3.0,2.0,70.0,134.0,50.19230769230769,3.814697265625,3136,0.0,0.0
4711,17457,24,64,69,1639,1.0,3.0,3.0,70.0,154.0,59.96153846153846,22.737367544323206,4096,0.0,0.0
4712,17458,25,60,65,1335,1.0,2.0,2.0,70.0,148.0,46.03846153846154,9.313225746154785,3600,0.0,0.0
4713,17459,20,67,78,1567,1.0,2.0,3.0,74.0,192.0,55.46153846153846,44.40892098500626,4489,0.0,14316.0
4714,17460,23,52,58,1048,1.0,3.0,1.0,72.0,176.0,0.0,1.5625,2704,0.0,0.0
4715,17461,24,67,73,1740,1.0,4.0,2.0,71.0,165.0,64.03846153846153,44.40892098500626,4489,0.0,0.0
4716,17462,19,62,71,1648,1.0,3.0,3.0,69.0,172.0,58.76923076923077,14.551915228366852,3844,0.0,0.0
4717,17463,22,62,70,1691,1.0,3.0,2.0,72.0,163.0,61.23076923076923,14.551915228366852,3844,0.0,0.0
4718,17464,29,70,70,1876,1.0,3.0,3.0,71.0,146.0,66.96153846153847,86.73617379884035,4900,0.0,0.0
4719,17465,24,73,77,1814,1.0,3.0,2.0,74.0,192.0,66.73076923076923,169.40658945086008,5329,0.0,14984.0
4720,17466,35,64,64,1727,1.0,4.0,3.0,69.0,165.0,60.46153846153846,22.737367544323206,4096,0.0,18506.0
4721,17467,30,84,84,2057,2.0,3.0,3.0,69.0,148.0,72.65384615384616,1972.1522630525294,7056,0.0,32638.0
4722,17468,23,72,78,1816,1.0,4.0,3.0,67.0,150.0,66.73076923076923,135.52527156068805,5184,0.0,0.0
4723,17469,25,66,69,1474,1.0,3.0,2.0,76.0,187.0,52.11538461538461,35.52713678800501,4356,0.0,0.0
4724,17470,17,48,66,1296,1.0,2.0,2.0,71.0,134.0,45.88461538461539,0.64,2304,0.0,0.0
4725,17471,26,73,74,1765,1.0,2.0,2.0,77.0,179.0,61.73076923076923,169.40658945086008,5329,0.0,0.0
4726,17472,22,79,85,2030,1.0,3.0,3.0,69.0,172.0,72.38461538461539,646.2348535570528,6241,0.0,0.0
4727,17473,30,71,71,1463,1.0,2.0,2.0,75.0,170.0,54.23076923076923,108.42021724855044,5041,0.0,0.0
4728,17474,26,72,75,1613,1.0,3.0,3.0,73.0,172.0,58.11538461538461,135.52527156068805,5184,0.0,10565.0
4729,17475,21,59,66,1349,1.0,2.0,2.0,78.0,170.0,50.76923076923077,7.450580596923828,3481,0.0,0.0
4730,17476,25,76,79,1895,1.0,4.0,3.0,70.0,159.0,68.6923076923077,330.8722450212111,5776,0.0,41755.0
4731,17477,26,70,70,1823,1.0,3.0,3.0,68.0,159.0,67.6923076923077,86.73617379884035,4900,0.0,0.0
4732,17478,27,64,64,1688,1.0,3.0,3.0,73.0,185.0,59.5,22.737367544323206,4096,0.0,4454.0
4733,17479,20,58,69,1368,1.0,3.0,2.0,72.0,170.0,46.11538461538461,5.9604644775390625,3364,0.0,4185.0
4734,17480,20,58,74,1529,1.0,3.0,3.0,68.0,154.0,55.46153846153846,5.9604644775390625,3364,0.0,44474.0
4735,17481,34,63,63,1778,2.0,3.0,3.0,68.0,154.0,64.34615384615384,18.189894035458565,3969,0.0,0.0
4736,17482,19,53,58,806,1.0,2.0,1.0,75.0,194.0,0.0,1.953125,2809,0.0,2548.0
4737,17483,27,58,59,1510,1.0,3.0,2.0,72.0,161.0,55.0,5.9604644775390625,3364,0.0,1695.0
4738,17484,28,73,73,2011,2.0,3.0,2.0,72.0,168.0,72.1923076923077,169.40658945086008,5329,0.0,53996.0
4739,17485,25,71,73,1647,1.0,3.0,3.0,72.0,154.0,57.46153846153846,108.42021724855044,5041,0.0,0.0
4740,17486,25,67,71,1736,1.0,3.0,2.0,69.0,128.0,62.42307692307692,44.40892098500626,4489,0.0,0.0
4741,17487,21,67,77,1486,1.0,3.0,2.0,74.0,176.0,53.92307692307692,44.40892098500626,4489,0.0,11330.0
4742,17488,19,63,74,1641,1.0,2.0,2.0,68.0,152.0,56.30769230769231,18.189894035458565,3969,0.0,0.0
4743,17489,29,84,84,2100,3.0,3.0,3.0,76.0,187.0,79.46153846153847,1972.1522630525294,7056,321.0,0.0
4744,17490,36,81,81,1947,2.0,3.0,4.0,70.0,165.0,71.76923076923077,1009.7419586828951,6561,0.0,32632.0
4745,17491,31,73,73,1959,1.0,3.0,3.0,73.0,183.0,70.38461538461539,169.40658945086008,5329,0.0,0.0
4746,17492,20,73,80,1599,1.0,3.0,2.0,72.0,165.0,57.15384615384615,169.40658945086008,5329,0.0,0.0
4747,17493,27,66,66,1723,1.0,3.0,3.0,70.0,159.0,64.46153846153847,35.52713678800501,4356,0.0,0.0
4748,17494,19,59,77,1373,1.0,5.0,2.0,72.0,154.0,50.23076923076923,7.450580596923828,3481,0.0,56145.0
4749,17495,30,75,75,1646,1.0,2.0,2.0,73.0,192.0,61.80769230769231,264.6977960169689,5625,0.0,5326.0
4750,17496,24,68,71,1667,1.0,3.0,3.0,69.0,161.0,58.5,55.51115123125783,4624,0.0,0.0
4751,17497,19,60,75,1354,1.0,3.0,2.0,74.0,179.0,47.96153846153846,9.313225746154785,3600,0.0,23027.0
4752,17498,26,63,63,1680,1.0,2.0,2.0,72.0,179.0,59.5,18.189894035458565,3969,0.0,0.0
4753,17499,33,66,66,1823,1.0,2.0,2.0,70.0,161.0,64.0,35.52713678800501,4356,0.0,5030.0
4754,17500,27,68,68,1694,1.0,4.0,3.0,72.0,165.0,59.46153846153846,55.51115123125783,4624,0.0,0.0
4755,17501,19,55,70,1324,1.0,3.0,2.0,71.0,163.0,46.19230769230769,3.0517578125,3025,0.0,0.0
4756,17502,26,50,52,843,1.0,3.0,1.0,76.0,176.0,0.0,1.0,2500,0.0,23928.0
4757,17503,24,63,68,1358,1.0,3.0,2.0,71.0,154.0,50.19230769230769,18.189894035458565,3969,0.0,0.0
4758,17504,30,66,66,1768,1.0,3.0,2.0,73.0,161.0,59.15384615384615,35.52713678800501,4356,0.0,0.0
4759,17505,23,66,71,1509,1.0,3.0,2.0,72.0,174.0,54.53846153846154,35.52713678800501,4356,0.0,0.0
4760,17506,30,69,69,1919,1.0,3.0,2.0,70.0,143.0,68.38461538461539,69.38893903907228,4761,0.0,42126.0
4761,17507,21,61,75,1475,1.0,3.0,2.0,75.0,179.0,53.57692307692308,11.641532182693481,3721,0.0,0.0
4762,17508,21,56,68,901,1.0,3.0,1.0,72.0,154.0,0.0,3.814697265625,3136,0.0,0.0
4763,17509,30,57,58,842,1.0,1.0,1.0,73.0,163.0,0.0,4.76837158203125,3249,0.0,13514.0
4764,17510,19,59,71,1019,1.0,3.0,1.0,74.0,165.0,0.0,7.450580596923828,3481,0.0,0.0
4765,17511,23,55,60,1387,1.0,3.0,2.0,72.0,181.0,46.84615384615385,3.0517578125,3025,0.0,0.0
4766,17512,24,59,66,948,1.0,2.0,1.0,74.0,172.0,0.0,7.450580596923828,3481,0.0,0.0
4767,17513,30,69,69,1545,1.0,4.0,2.0,74.0,183.0,54.34615384615385,69.38893903907228,4761,0.0,0.0
4768,17514,25,60,65,1610,1.0,3.0,2.0,71.0,168.0,58.65384615384615,9.313225746154785,3600,0.0,22604.0
4769,17515,21,56,65,1442,1.0,3.0,2.0,74.0,168.0,48.69230769230769,3.814697265625,3136,0.0,23246.0
4770,17516,25,63,70,1424,1.0,2.0,2.0,74.0,172.0,49.23076923076923,18.189894035458565,3969,0.0,0.0
4771,17517,16,55,71,1269,1.0,2.0,2.0,71.0,154.0,43.53846153846154,3.0517578125,3025,0.0,0.0
4772,17518,26,70,71,1872,1.0,2.0,3.0,72.0,168.0,67.07692307692308,86.73617379884035,4900,0.0,0.0
4773,17519,21,66,76,1710,1.0,3.0,3.0,68.0,152.0,59.30769230769231,35.52713678800501,4356,0.0,0.0
4774,17520,31,61,61,1001,1.0,3.0,1.0,72.0,154.0,0.0,11.641532182693481,3721,0.0,0.0
4775,17521,34,64,64,1106,1.0,4.0,1.0,72.0,194.0,0.0,22.737367544323206,4096,0.0,0.0
4776,17522,28,67,67,1786,1.0,3.0,2.0,69.0,150.0,63.15384615384615,44.40892098500626,4489,0.0,0.0
4777,17523,38,66,66,1093,1.0,3.0,1.0,73.0,187.0,0.0,35.52713678800501,4356,0.0,0.0
4778,17524,22,57,65,1195,1.0,3.0,2.0,75.0,176.0,41.23076923076923,4.76837158203125,3249,0.0,0.0
4779,17525,20,65,74,1721,1.0,3.0,3.0,68.0,132.0,62.57692307692308,28.421709430404007,4225,0.0,0.0
4780,17526,23,72,77,1699,1.0,3.0,3.0,72.0,154.0,63.23076923076923,135.52527156068805,5184,0.0,0.0
4781,17527,32,65,65,1773,1.0,4.0,3.0,73.0,159.0,63.73076923076923,28.421709430404007,4225,0.0,0.0
4782,17528,21,61,71,1709,1.0,4.0,2.0,70.0,157.0,60.26923076923077,11.641532182693481,3721,0.0,0.0
4783,17529,30,71,71,1182,1.0,3.0,1.0,72.0,176.0,0.0,108.42021724855044,5041,0.0,0.0
4784,17530,19,55,71,1376,1.0,3.0,2.0,70.0,163.0,48.61538461538461,3.0517578125,3025,0.0,0.0
4785,17531,25,71,75,1845,1.0,3.0,3.0,74.0,185.0,67.65384615384616,108.42021724855044,5041,0.0,0.0
4786,17532,27,60,62,1159,1.0,3.0,1.0,73.0,176.0,0.0,9.313225746154785,3600,0.0,0.0
4787,17533,27,71,73,1641,1.0,2.0,2.0,72.0,176.0,57.88461538461539,108.42021724855044,5041,0.0,0.0
4788,17534,33,69,69,1902,1.0,2.0,3.0,72.0,176.0,68.11538461538461,69.38893903907228,4761,0.0,0.0
4789,17535,27,63,63,1641,1.0,3.0,2.0,72.0,161.0,59.23076923076923,18.189894035458565,3969,0.0,0.0
4790,17536,16,64,86,1576,1.0,3.0,3.0,73.0,159.0,55.15384615384615,22.737367544323206,4096,0.0,39595.0
4791,17537,26,72,72,1789,1.0,3.0,2.0,71.0,174.0,67.34615384615384,135.52527156068805,5184,0.0,0.0
4792,17538,24,65,72,1735,1.0,3.0,3.0,74.0,181.0,63.30769230769231,28.421709430404007,4225,0.0,0.0
4793,17539,34,68,68,1821,1.0,3.0,3.0,67.0,141.0,64.6923076923077,55.51115123125783,4624,0.0,0.0
4794,17540,26,61,64,1584,1.0,3.0,3.0,69.0,143.0,58.19230769230769,11.641532182693481,3721,0.0,0.0
4795,17541,30,66,66,1682,1.0,3.0,2.0,74.0,150.0,59.30769230769231,35.52713678800501,4356,0.0,0.0
4796,17542,20,69,80,1557,1.0,3.0,2.0,75.0,179.0,58.92307692307692,69.38893903907228,4761,0.0,30150.0
4797,17543,23,62,70,1585,1.0,3.0,3.0,71.0,185.0,58.03846153846154,14.551915228366852,3844,0.0,0.0
4798,17544,33,74,74,1612,3.0,4.0,2.0,72.0,170.0,60.96153846153846,211.75823681357508,5476,0.0,0.0
4799,17545,18,60,76,1506,1.0,3.0,2.0,70.0,159.0,54.23076923076923,9.313225746154785,3600,0.0,0.0
4800,17546,30,78,78,1966,2.0,3.0,4.0,70.0,154.0,70.76923076923077,516.9878828456423,6084,0.0,13247.0
4801,17547,31,79,79,1946,3.0,4.0,4.0,70.0,159.0,70.07692307692308,646.2348535570528,6241,0.0,26755.0
4802,17548,24,62,66,1481,,,,0.0,0.0,0.0,14.551915228366852,3844,0.0,1212.0
4803,17549,30,64,64,1771,1.0,4.0,2.0,68.0,154.0,62.0,22.737367544323206,4096,0.0,0.0
4804,17550,24,69,77,1447,1.0,4.0,2.0,73.0,170.0,52.57692307692308,69.38893903907228,4761,0.0,0.0
4805,17551,28,71,71,1169,2.0,2.0,1.0,75.0,181.0,0.0,108.42021724855044,5041,0.0,23027.0
4806,17552,20,55,66,1427,1.0,3.0,2.0,69.0,143.0,48.5,3.0517578125,3025,0.0,5492.0
4807,17553,27,70,73,1807,1.0,3.0,2.0,72.0,181.0,65.1923076923077,86.73617379884035,4900,0.0,0.0
4808,17554,29,69,69,1686,1.0,3.0,2.0,72.0,170.0,62.42307692307692,69.38893903907228,4761,0.0,0.0
4809,17555,34,71,71,1889,1.0,3.0,3.0,70.0,157.0,68.92307692307692,108.42021724855044,5041,0.0,0.0
4810,17556,24,64,71,1772,1.0,4.0,3.0,67.0,157.0,62.46153846153846,22.737367544323206,4096,0.0,0.0
4811,17557,19,56,66,1502,1.0,2.0,2.0,72.0,163.0,55.38461538461539,3.814697265625,3136,0.0,0.0
4812,17558,30,78,78,1945,1.0,4.0,3.0,69.0,152.0,72.3076923076923,516.9878828456423,6084,0.0,0.0
4813,17559,25,67,68,1642,1.0,3.0,3.0,68.0,146.0,57.53846153846154,44.40892098500626,4489,0.0,0.0
4814,17560,29,66,66,1742,1.0,4.0,3.0,69.0,154.0,60.5,35.52713678800501,4356,0.0,0.0
4815,17561,27,63,63,1525,1.0,3.0,2.0,71.0,161.0,52.11538461538461,18.189894035458565,3969,0.0,0.0
4816,17562,32,64,64,1328,1.0,3.0,2.0,72.0,154.0,50.30769230769231,22.737367544323206,4096,0.0,2548.0
4817,17563,23,74,81,1464,1.0,3.0,2.0,74.0,176.0,54.65384615384615,211.75823681357508,5476,0.0,0.0
4818,17564,36,66,66,1537,1.0,4.0,2.0,74.0,187.0,51.53846153846154,35.52713678800501,4356,0.0,0.0
4819,17565,22,68,78,1648,1.0,2.0,3.0,68.0,150.0,61.76923076923077,55.51115123125783,4624,0.0,0.0
4820,17566,29,66,66,1927,1.0,3.0,3.0,73.0,172.0,66.6923076923077,35.52713678800501,4356,0.0,3509.0
4821,17567,19,55,72,1421,1.0,3.0,2.0,67.0,143.0,49.65384615384615,3.0517578125,3025,0.0,3135.0
4822,17568,23,75,82,1830,1.0,3.0,3.0,75.0,176.0,64.92307692307692,264.6977960169689,5625,0.0,31326.0
4823,17569,20,64,77,1576,1.0,3.0,2.0,71.0,143.0,57.96153846153846,22.737367544323206,4096,0.0,39595.0
4824,17570,28,77,77,1991,2.0,4.0,3.0,71.0,161.0,69.0,413.59030627651384,5929,0.0,53996.0
4825,17571,27,69,69,1812,1.0,3.0,3.0,72.0,179.0,65.6923076923077,69.38893903907228,4761,0.0,0.0
4826,17572,38,58,58,1613,1.0,3.0,2.0,71.0,170.0,58.03846153846154,5.9604644775390625,3364,0.0,3381.0
4827,17573,36,67,67,1118,1.0,3.0,1.0,74.0,183.0,0.0,44.40892098500626,4489,0.0,0.0
4828,17574,23,53,60,1295,1.0,3.0,2.0,71.0,154.0,46.61538461538461,1.953125,2809,0.0,0.0
4829,17575,34,70,70,1910,1.0,3.0,3.0,71.0,163.0,68.61538461538461,86.73617379884035,4900,0.0,0.0
4830,17576,24,70,77,1548,1.0,2.0,2.0,71.0,174.0,53.96153846153846,86.73617379884035,4900,0.0,0.0
4831,17577,32,66,66,1643,1.0,4.0,2.0,72.0,165.0,58.30769230769231,35.52713678800501,4356,0.0,0.0
4832,17578,25,69,73,1772,1.0,4.0,3.0,72.0,168.0,65.8076923076923,69.38893903907228,4761,0.0,5688.0
4833,17579,27,68,68,1824,1.0,3.0,3.0,69.0,154.0,65.34615384615384,55.51115123125783,4624,0.0,0.0
4834,17580,25,71,73,1942,1.0,4.0,3.0,74.0,185.0,69.23076923076923,108.42021724855044,5041,0.0,0.0
4835,17581,23,65,72,1668,1.0,2.0,2.0,74.0,172.0,58.23076923076923,28.421709430404007,4225,0.0,0.0
4836,17582,34,71,71,1090,1.0,1.0,1.0,74.0,187.0,0.0,108.42021724855044,5041,0.0,0.0
4837,17583,31,62,62,1618,1.0,3.0,2.0,68.0,161.0,54.80769230769231,14.551915228366852,3844,0.0,1168.0
4838,17584,25,65,67,1765,1.0,2.0,3.0,70.0,174.0,63.26923076923077,28.421709430404007,4225,0.0,0.0
4839,17585,18,59,76,883,1.0,3.0,1.0,75.0,176.0,0.0,7.450580596923828,3481,128.0,0.0
4840,17586,21,64,74,1528,1.0,2.0,2.0,72.0,165.0,57.69230769230769,22.737367544323206,4096,0.0,0.0
4841,17587,24,64,69,1655,1.0,3.0,2.0,67.0,139.0,58.53846153846154,22.737367544323206,4096,0.0,6460.0
4842,17588,25,62,67,1696,1.0,3.0,2.0,71.0,157.0,61.34615384615385,14.551915228366852,3844,0.0,8389.0
4843,17589,32,73,73,1800,2.0,2.0,3.0,69.0,154.0,63.38461538461539,169.40658945086008,5329,0.0,0.0
4844,17590,32,76,76,2102,3.0,4.0,4.0,72.0,176.0,74.38461538461539,330.8722450212111,5776,0.0,18506.0
4845,17591,25,68,71,1630,1.0,3.0,3.0,71.0,154.0,60.34615384615385,55.51115123125783,4624,0.0,0.0
4846,17592,23,75,81,1961,1.0,3.0,4.0,69.0,152.0,72.73076923076923,264.6977960169689,5625,0.0,23027.0
4847,17593,27,69,69,1755,1.0,2.0,2.0,70.0,161.0,63.03846153846154,69.38893903907228,4761,0.0,0.0
4848,17594,28,68,68,1749,1.0,3.0,3.0,68.0,163.0,61.0,55.51115123125783,4624,0.0,0.0
4849,17595,28,71,71,1797,1.0,4.0,3.0,68.0,154.0,63.92307692307692,108.42021724855044,5041,0.0,18506.0
4850,17596,18,60,74,1347,1.0,2.0,2.0,72.0,159.0,45.53846153846154,9.313225746154785,3600,0.0,0.0
4851,17597,33,64,64,1796,1.0,3.0,2.0,73.0,170.0,63.69230769230769,22.737367544323206,4096,0.0,7662.0
4852,17598,26,69,70,1693,1.0,3.0,3.0,73.0,161.0,62.23076923076923,69.38893903907228,4761,0.0,0.0
4853,17599,18,62,75,1565,1.0,2.0,2.0,68.0,139.0,57.92307692307692,14.551915228366852,3844,0.0,6143.0
4854,17600,30,60,60,1511,1.0,2.0,2.0,66.0,141.0,51.96153846153846,9.313225746154785,3600,0.0,0.0
4855,17601,26,73,74,1664,1.0,4.0,3.0,68.0,143.0,61.65384615384615,169.40658945086008,5329,0.0,0.0
4856,17602,20,57,69,1512,1.0,3.0,2.0,65.0,146.0,55.30769230769231,4.76837158203125,3249,0.0,0.0
4857,17603,20,62,72,1545,1.0,4.0,3.0,71.0,163.0,54.30769230769231,14.551915228366852,3844,0.0,0.0
4858,17604,18,68,89,1824,1.0,4.0,3.0,71.0,154.0,66.42307692307692,55.51115123125783,4624,0.0,0.0
4859,17605,26,71,74,1714,1.0,3.0,3.0,72.0,187.0,65.07692307692308,108.42021724855044,5041,0.0,10239.0
4860,17606,30,68,68,1877,1.0,3.0,2.0,73.0,170.0,67.03846153846153,55.51115123125783,4624,0.0,5806.0
4861,17607,25,69,70,1762,1.0,4.0,4.0,69.0,165.0,61.38461538461539,69.38893903907228,4761,0.0,0.0
4862,17608,20,64,76,1506,1.0,3.0,3.0,72.0,165.0,53.61538461538461,22.737367544323206,4096,0.0,0.0
4863,17609,19,60,77,1609,1.0,3.0,2.0,67.0,159.0,56.61538461538461,9.313225746154785,3600,0.0,20449.0
4864,17610,18,52,67,848,1.0,2.0,1.0,73.0,159.0,0.0,1.5625,2704,0.0,0.0
4865,17611,23,75,79,1991,2.0,3.0,3.0,71.0,154.0,73.07692307692308,264.6977960169689,5625,0.0,39731.0
4866,17612,30,69,69,1760,1.0,3.0,2.0,73.0,176.0,62.38461538461539,69.38893903907228,4761,0.0,0.0
4867,17613,28,70,70,1790,1.0,5.0,3.0,67.0,150.0,60.61538461538461,86.73617379884035,4900,0.0,0.0
4868,17614,33,74,74,1705,2.0,2.0,2.0,74.0,174.0,63.11538461538461,211.75823681357508,5476,0.0,0.0
4869,17615,20,48,58,1281,1.0,3.0,2.0,72.0,154.0,44.42307692307692,0.64,2304,0.0,10908.0
4870,17616,29,77,77,2005,2.0,4.0,3.0,70.0,163.0,74.03846153846153,413.59030627651384,5929,0.0,39791.0
4871,17617,31,75,75,1832,1.0,3.0,2.0,70.0,161.0,67.73076923076923,264.6977960169689,5625,0.0,0.0
4872,17618,27,66,66,1618,1.0,3.0,3.0,69.0,152.0,58.23076923076923,35.52713678800501,4356,0.0,0.0
4873,17619,23,69,76,1161,1.0,3.0,1.0,76.0,212.0,0.0,69.38893903907228,4761,0.0,15768.0
4874,17620,25,76,80,1774,3.0,3.0,2.0,74.0,163.0,69.26923076923077,330.8722450212111,5776,0.0,0.0
4875,17621,19,54,68,1242,1.0,3.0,2.0,74.0,187.0,45.5,2.44140625,2916,0.0,0.0
4876,17622,20,62,72,1243,1.0,3.0,2.0,75.0,190.0,46.38461538461539,14.551915228366852,3844,0.0,17599.0
4877,17623,23,56,64,1063,1.0,2.0,1.0,74.0,179.0,0.0,3.814697265625,3136,0.0,0.0
4878,17624,31,71,71,1840,1.0,4.0,3.0,67.0,148.0,66.42307692307692,108.42021724855044,5041,0.0,0.0
4879,17625,30,73,73,1881,1.0,3.0,3.0,72.0,154.0,64.65384615384616,169.40658945086008,5329,0.0,0.0
