,Ob,WageNew,Age,Overall,Potential,Special,International Reputation,Weak Foot,Skill Moves,Height,Weight,Positions Average,Exponential Term,Quadratic Term,Top 20 Clubs,Average Club Wages
11599,11600,1202,18,54,74,864,1.0,3.0,1.0,73.0,132.0,0.0,2.44140625,2916,0.0,0.0
11600,11601,49876,24,77,80,2009,2.0,2.0,4.0,70.0,159.0,73.57692307692308,413.59030627651384,5929,0.0,56145.0
11601,11602,6939,22,69,77,1786,1.0,3.0,3.0,70.0,161.0,65.88461538461539,69.38893903907228,4761,0.0,0.0
11602,11603,1167,18,51,59,760,1.0,2.0,1.0,76.0,165.0,0.0,1.25,2601,0.0,0.0
11603,11604,8447,24,73,77,1667,1.0,3.0,2.0,74.0,187.0,60.57692307692308,169.40658945086008,5329,0.0,0.0
11604,11605,4756,29,68,68,1789,1.0,2.0,2.0,73.0,168.0,64.03846153846153,55.51115123125783,4624,0.0,7781.0
11605,11606,6969,20,59,70,1584,1.0,3.0,3.0,69.0,159.0,56.26923076923077,7.450580596923828,3481,0.0,44474.0
11606,11607,2308,23,63,71,1660,1.0,3.0,3.0,69.0,154.0,60.26923076923077,18.189894035458565,3969,0.0,0.0
11607,11608,18879,29,74,74,1879,1.0,3.0,3.0,66.0,150.0,66.65384615384616,211.75823681357508,5476,0.0,10908.0
11608,11609,132715,22,84,90,2189,3.0,3.0,4.0,74.0,176.0,82.46153846153847,1972.1522630525294,7056,140.0,0.0
11609,11610,2362,19,59,76,1574,1.0,3.0,2.0,69.0,154.0,52.73076923076923,7.450580596923828,3481,0.0,0.0
11610,11611,189838,26,86,88,2046,3.0,3.0,2.0,76.0,203.0,75.42307692307692,3081.4879110195775,7396,281.0,0.0
11611,11612,2603,27,65,66,1667,1.0,3.0,2.0,71.0,163.0,55.42307692307692,28.421709430404007,4225,0.0,0.0
11612,11613,4957,24,63,70,1524,1.0,3.0,2.0,72.0,172.0,52.76923076923077,18.189894035458565,3969,0.0,17091.0
11613,11614,1156,22,61,71,1484,1.0,2.0,2.0,71.0,176.0,52.73076923076923,11.641532182693481,3721,0.0,0.0
11614,11615,7868,37,73,73,1873,2.0,4.0,3.0,69.0,163.0,68.38461538461539,169.40658945086008,5329,0.0,0.0
11615,11616,2402,23,60,69,968,1.0,2.0,1.0,73.0,172.0,0.0,9.313225746154785,3600,0.0,0.0
11616,11617,1732,18,65,84,1452,1.0,3.0,3.0,72.0,165.0,53.80769230769231,28.421709430404007,4225,0.0,0.0
11617,11618,7200,33,69,69,1396,1.0,2.0,2.0,75.0,187.0,52.19230769230769,69.38893903907228,4761,0.0,0.0
11618,11619,15572,29,71,71,1967,1.0,3.0,3.0,70.0,176.0,69.38461538461539,108.42021724855044,5041,0.0,0.0
11619,11620,1379,34,64,64,1592,1.0,3.0,2.0,72.0,157.0,56.53846153846154,22.737367544323206,4096,0.0,1695.0
11620,11621,2300,17,54,77,844,1.0,4.0,1.0,74.0,168.0,0.0,2.44140625,2916,0.0,44474.0
11621,11622,19166,23,74,82,1962,1.0,2.0,3.0,67.0,163.0,70.88461538461539,211.75823681357508,5476,0.0,10681.0
11622,11623,1466,20,57,70,828,1.0,3.0,1.0,75.0,187.0,0.0,4.76837158203125,3249,0.0,0.0
11623,11624,11582,26,73,74,1567,1.0,3.0,2.0,75.0,194.0,57.80769230769231,169.40658945086008,5329,0.0,0.0
11624,11625,317,23,63,69,1652,1.0,3.0,3.0,68.0,146.0,57.5,18.189894035458565,3969,0.0,0.0
11625,11626,1399,24,68,73,940,1.0,3.0,1.0,77.0,185.0,0.0,55.51115123125783,4624,0.0,0.0
11626,11627,2301,22,54,63,1271,1.0,3.0,2.0,72.0,159.0,45.0,2.44140625,2916,0.0,0.0
11627,11628,1411,18,50,65,794,1.0,3.0,1.0,73.0,174.0,0.0,1.0,2500,0.0,0.0
11628,11629,73137,26,80,81,2052,2.0,3.0,4.0,74.0,179.0,79.03846153846153,807.7935669463161,6400,127.0,0.0
11629,11630,2817,21,66,75,1409,1.0,3.0,2.0,72.0,176.0,50.46153846153846,35.52713678800501,4356,0.0,3780.0
11630,11631,6983,33,69,69,1854,1.0,2.0,3.0,64.0,139.0,66.3076923076923,69.38893903907228,4761,0.0,0.0
11631,11632,6191,29,67,67,1444,1.0,3.0,3.0,76.0,181.0,53.65384615384615,44.40892098500626,4489,0.0,28684.0
11632,11633,1917,18,51,66,1321,1.0,3.0,2.0,69.0,163.0,46.88461538461539,1.25,2601,0.0,0.0
11633,11634,1333,26,59,62,1564,1.0,3.0,2.0,70.0,154.0,51.11538461538461,7.450580596923828,3481,0.0,1212.0
11634,11635,1196,20,60,74,1544,1.0,3.0,2.0,74.0,170.0,57.03846153846154,9.313225746154785,3600,0.0,0.0
11635,11636,3651,27,66,66,1730,1.0,3.0,2.0,70.0,159.0,62.42307692307692,35.52713678800501,4356,0.0,0.0
11636,11637,9948,17,61,82,1639,1.0,3.0,3.0,72.0,150.0,59.34615384615385,11.641532182693481,3721,281.0,0.0
11637,11638,4943,31,72,72,1726,2.0,4.0,4.0,69.0,154.0,61.46153846153846,135.52527156068805,5184,0.0,0.0
11638,11639,1686,22,72,78,1887,1.0,3.0,3.0,70.0,159.0,69.53846153846153,135.52527156068805,5184,0.0,0.0
11639,11640,47257,32,79,79,1917,2.0,3.0,3.0,74.0,170.0,66.57692307692308,646.2348535570528,6241,0.0,0.0
11640,11641,3026,20,55,67,1318,1.0,3.0,2.0,74.0,172.0,45.19230769230769,3.0517578125,3025,0.0,0.0
11641,11642,2575,27,71,71,1127,1.0,2.0,1.0,74.0,183.0,0.0,108.42021724855044,5041,0.0,0.0
11642,11643,4610,21,68,76,1770,1.0,3.0,3.0,74.0,183.0,66.26923076923077,55.51115123125783,4624,0.0,0.0
11643,11644,1637,24,63,66,1657,1.0,3.0,2.0,69.0,150.0,58.69230769230769,18.189894035458565,3969,0.0,0.0
11644,11645,6292,33,73,73,1728,2.0,3.0,3.0,71.0,172.0,60.34615384615385,169.40658945086008,5329,0.0,0.0
11645,11646,5034,25,72,74,1906,1.0,3.0,3.0,69.0,146.0,68.07692307692308,135.52527156068805,5184,0.0,0.0
11646,11647,8258,24,70,75,1817,1.0,3.0,3.0,69.0,152.0,67.5,86.73617379884035,4900,0.0,0.0
11647,11648,1713,20,57,73,1489,1.0,3.0,2.0,68.0,134.0,54.76923076923077,4.76837158203125,3249,0.0,3509.0
11648,11649,1210,20,56,68,1526,1.0,3.0,2.0,69.0,139.0,54.53846153846154,3.814697265625,3136,0.0,0.0
11649,11650,4089,19,61,75,1519,1.0,3.0,2.0,67.0,154.0,53.15384615384615,11.641532182693481,3721,0.0,0.0
11650,11651,6304,23,65,69,1615,1.0,3.0,3.0,73.0,172.0,59.61538461538461,28.421709430404007,4225,0.0,11330.0
11651,11652,1769,20,51,65,1383,1.0,2.0,2.0,70.0,163.0,48.69230769230769,1.25,2601,0.0,0.0
11652,11653,8222,25,70,74,1515,1.0,3.0,2.0,76.0,194.0,54.96153846153846,86.73617379884035,4900,0.0,0.0
11653,11654,1725,24,62,67,1653,1.0,2.0,2.0,71.0,161.0,58.38461538461539,14.551915228366852,3844,0.0,0.0
11654,11655,3500,28,67,67,1526,1.0,3.0,2.0,72.0,176.0,57.30769230769231,44.40892098500626,4489,0.0,0.0
11655,11656,3743,20,55,63,897,1.0,3.0,1.0,74.0,161.0,0.0,3.0517578125,3025,0.0,0.0
11656,11657,1691,20,62,76,1649,1.0,2.0,2.0,73.0,152.0,59.26923076923077,14.551915228366852,3844,0.0,0.0
11657,11658,1922,31,65,65,1779,2.0,3.0,2.0,69.0,141.0,61.88461538461539,28.421709430404007,4225,0.0,0.0
11658,11659,7525,27,66,66,1684,1.0,2.0,3.0,71.0,165.0,60.80769230769231,35.52713678800501,4356,0.0,0.0
11659,11660,2760,23,60,67,1313,1.0,3.0,2.0,76.0,181.0,46.11538461538461,9.313225746154785,3600,0.0,0.0
11660,11661,3504,24,68,70,1671,1.0,3.0,3.0,71.0,159.0,64.6923076923077,55.51115123125783,4624,0.0,0.0
11661,11662,2802,18,66,83,1690,1.0,3.0,3.0,69.0,152.0,62.5,35.52713678800501,4356,0.0,0.0
11662,11663,1914,20,58,68,1439,1.0,4.0,2.0,69.0,165.0,49.53846153846154,5.9604644775390625,3364,0.0,0.0
11663,11664,2413,19,61,78,1311,1.0,2.0,2.0,74.0,187.0,45.76923076923077,11.641532182693481,3721,0.0,0.0
11664,11665,2064,21,56,70,1231,1.0,3.0,2.0,71.0,154.0,42.53846153846154,3.814697265625,3136,0.0,1212.0
11665,11666,7656,26,68,69,1736,1.0,3.0,3.0,72.0,159.0,61.15384615384615,55.51115123125783,4624,0.0,0.0
11666,11667,1379,17,49,72,1391,1.0,4.0,2.0,72.0,168.0,49.96153846153846,0.8,2401,0.0,0.0
11667,11668,12874,31,73,73,1642,1.0,2.0,2.0,74.0,181.0,60.15384615384615,169.40658945086008,5329,0.0,0.0
11668,11669,109581,37,84,84,1740,3.0,3.0,2.0,74.0,192.0,67.0,1972.1522630525294,7056,221.0,0.0
11669,11670,1987,23,69,78,1433,1.0,2.0,2.0,72.0,174.0,53.69230769230769,69.38893903907228,4761,0.0,0.0
11670,11671,2976,34,70,70,1821,1.0,3.0,3.0,72.0,172.0,67.73076923076923,86.73617379884035,4900,0.0,0.0
11671,11672,6784,33,65,65,1261,1.0,3.0,2.0,74.0,207.0,47.15384615384615,28.421709430404007,4225,0.0,0.0
11672,11673,3868,28,61,61,1670,1.0,3.0,2.0,69.0,176.0,57.11538461538461,11.641532182693481,3721,0.0,0.0
11673,11674,10811,24,72,76,1858,1.0,3.0,3.0,72.0,181.0,67.46153846153847,135.52527156068805,5184,0.0,10624.0
11674,11675,11501,26,66,67,1540,1.0,3.0,2.0,69.0,141.0,53.5,35.52713678800501,4356,0.0,0.0
11675,11676,17394,18,68,85,1600,1.0,4.0,3.0,69.0,159.0,57.88461538461539,55.51115123125783,4624,0.0,0.0
11676,11677,1944,22,55,62,872,1.0,2.0,1.0,73.0,176.0,0.0,3.0517578125,3025,0.0,0.0
11677,11678,10796,24,71,74,1828,1.0,4.0,3.0,70.0,154.0,65.23076923076923,108.42021724855044,5041,0.0,0.0
11678,11679,4711,21,54,66,1286,1.0,2.0,2.0,72.0,154.0,44.23076923076923,2.44140625,2916,0.0,0.0
11679,11680,1835,37,60,60,1618,1.0,3.0,2.0,70.0,168.0,56.34615384615385,9.313225746154785,3600,0.0,0.0
11680,11681,32628,26,72,74,1883,1.0,3.0,3.0,70.0,152.0,69.73076923076923,135.52527156068805,5184,0.0,14685.0
11681,11682,8689,24,66,70,1766,1.0,3.0,2.0,71.0,170.0,63.34615384615385,35.52713678800501,4356,0.0,0.0
11682,11683,6239,19,70,85,1648,1.0,3.0,3.0,70.0,159.0,56.57692307692308,86.73617379884035,4900,0.0,0.0
11683,11684,2587,19,60,73,1353,1.0,3.0,2.0,71.0,165.0,48.15384615384615,9.313225746154785,3600,0.0,15854.0
11684,11685,4749,24,72,77,1739,1.0,3.0,3.0,69.0,154.0,67.92307692307692,135.52527156068805,5184,0.0,0.0
11685,11686,9412,17,68,87,1706,1.0,3.0,3.0,67.0,150.0,60.46153846153846,55.51115123125783,4624,0.0,81144.0
11686,11687,1444,18,49,65,805,1.0,3.0,1.0,75.0,176.0,0.0,0.8,2401,0.0,0.0
11687,11688,1244,18,52,70,1433,1.0,3.0,2.0,72.0,146.0,51.42307692307692,1.5625,2704,0.0,1590.0
11688,11689,47809,31,80,80,2018,1.0,3.0,4.0,73.0,159.0,71.84615384615384,807.7935669463161,6400,0.0,18741.0
11689,11690,2689,36,62,62,1879,2.0,3.0,2.0,70.0,161.0,63.69230769230769,14.551915228366852,3844,0.0,0.0
11690,11691,4478,22,52,59,1272,1.0,3.0,2.0,70.0,176.0,42.92307692307692,1.5625,2704,0.0,26755.0
11691,11692,1699,20,56,65,1430,1.0,3.0,2.0,70.0,154.0,48.69230769230769,3.814697265625,3136,0.0,0.0
11692,11693,2314,23,65,72,1697,1.0,3.0,3.0,68.0,154.0,56.96153846153846,28.421709430404007,4225,0.0,0.0
11693,11694,8146,38,71,71,1865,2.0,3.0,3.0,66.0,159.0,68.23076923076923,108.42021724855044,5041,0.0,10239.0
11694,11695,4275,23,68,73,1843,1.0,2.0,3.0,69.0,146.0,67.07692307692308,55.51115123125783,4624,0.0,17612.0
11695,11696,1336,29,64,64,1587,1.0,3.0,2.0,70.0,163.0,54.84615384615385,22.737367544323206,4096,0.0,0.0
11696,11697,1549,25,67,70,1751,1.0,4.0,3.0,68.0,154.0,63.80769230769231,44.40892098500626,4489,0.0,0.0
11697,11698,5134,20,65,79,1474,1.0,2.0,3.0,73.0,172.0,53.65384615384615,28.421709430404007,4225,0.0,14316.0
11698,11699,5802,31,73,73,1671,1.0,2.0,2.0,73.0,190.0,61.65384615384615,169.40658945086008,5329,0.0,0.0
11699,11700,17262,31,77,77,1112,1.0,2.0,1.0,72.0,181.0,0.0,413.59030627651384,5929,0.0,6143.0
11700,11701,70513,22,76,83,1866,1.0,3.0,4.0,67.0,152.0,67.84615384615384,330.8722450212111,5776,161.0,0.0
11701,11702,4931,30,64,64,1318,1.0,3.0,2.0,76.0,187.0,44.65384615384615,22.737367544323206,4096,0.0,0.0
11702,11703,44109,25,74,76,1959,1.0,4.0,3.0,70.0,143.0,68.23076923076923,211.75823681357508,5476,0.0,0.0
11703,11704,23699,31,75,75,1656,2.0,2.0,2.0,72.0,192.0,58.88461538461539,264.6977960169689,5625,0.0,10565.0
11704,11705,3850,17,65,82,1538,1.0,3.0,3.0,70.0,154.0,56.46153846153846,28.421709430404007,4225,0.0,0.0
11705,11706,3329,24,58,64,1000,1.0,3.0,1.0,73.0,165.0,0.0,5.9604644775390625,3364,0.0,0.0
11706,11707,6215,27,65,66,1294,1.0,2.0,2.0,78.0,201.0,47.42307692307692,28.421709430404007,4225,0.0,0.0
11707,11708,1678,26,65,66,1792,1.0,3.0,2.0,68.0,152.0,64.84615384615384,28.421709430404007,4225,0.0,0.0
11708,11709,1394,25,60,63,1506,1.0,2.0,2.0,71.0,172.0,51.69230769230769,9.313225746154785,3600,0.0,1695.0
11709,11710,6046,31,70,70,1924,1.0,2.0,3.0,71.0,165.0,67.46153846153847,86.73617379884035,4900,0.0,0.0
11710,11711,4094,24,67,71,1691,1.0,3.0,3.0,72.0,170.0,64.57692307692308,44.40892098500626,4489,0.0,0.0
11711,11712,4733,25,66,71,1564,1.0,3.0,2.0,73.0,187.0,58.15384615384615,35.52713678800501,4356,0.0,0.0
11712,11713,2362,20,60,75,1502,1.0,2.0,3.0,68.0,141.0,53.53846153846154,9.313225746154785,3600,0.0,0.0
11713,11714,1431,18,57,75,1470,1.0,2.0,2.0,67.0,143.0,51.38461538461539,4.76837158203125,3249,0.0,0.0
11714,11715,5234,31,65,65,1740,1.0,3.0,3.0,69.0,154.0,60.92307692307692,28.421709430404007,4225,0.0,0.0
11715,11716,4390,29,65,65,1633,1.0,2.0,3.0,75.0,192.0,58.53846153846154,28.421709430404007,4225,0.0,1212.0
11716,11717,9801,21,59,71,1623,1.0,3.0,2.0,69.0,146.0,56.92307692307692,7.450580596923828,3481,281.0,0.0
11717,11718,20373,21,66,75,1726,1.0,3.0,3.0,70.0,146.0,63.53846153846154,35.52713678800501,4356,281.0,0.0
11718,11719,22454,29,73,73,1878,1.0,4.0,2.0,68.0,165.0,67.15384615384616,169.40658945086008,5329,0.0,0.0
11719,11720,48534,31,75,75,2036,2.0,3.0,3.0,72.0,190.0,74.61538461538461,264.6977960169689,5625,0.0,41755.0
11720,11721,7557,25,69,70,1729,1.0,4.0,3.0,69.0,165.0,60.42307692307692,69.38893903907228,4761,0.0,0.0
11721,11722,1567,20,61,74,1506,1.0,3.0,2.0,69.0,157.0,56.19230769230769,11.641532182693481,3721,0.0,0.0
11722,11723,15183,30,75,75,1759,1.0,3.0,2.0,73.0,187.0,63.15384615384615,264.6977960169689,5625,0.0,0.0
11723,11724,59653,26,77,78,1845,2.0,3.0,3.0,71.0,159.0,65.23076923076923,413.59030627651384,5929,0.0,67544.0
11724,11725,5381,25,61,66,925,1.0,2.0,1.0,76.0,185.0,0.0,11.641532182693481,3721,0.0,0.0
11725,11726,35212,28,79,79,2039,3.0,4.0,4.0,68.0,154.0,74.65384615384616,646.2348535570528,6241,0.0,26755.0
11726,11727,21893,32,72,72,1987,1.0,3.0,2.0,71.0,150.0,68.15384615384616,135.52527156068805,5184,0.0,0.0
11727,11728,2880,20,58,66,1592,1.0,3.0,2.0,69.0,148.0,55.96153846153846,5.9604644775390625,3364,0.0,41978.0
11728,11729,1847,24,76,80,1808,1.0,5.0,3.0,72.0,192.0,65.11538461538461,330.8722450212111,5776,0.0,0.0
11729,11730,2662,22,53,58,1527,1.0,3.0,2.0,70.0,165.0,51.65384615384615,1.953125,2809,0.0,42126.0
11730,11731,18577,20,74,83,1728,1.0,3.0,4.0,67.0,141.0,62.46153846153846,211.75823681357508,5476,0.0,32638.0
11731,11732,9478,30,70,70,1760,1.0,3.0,3.0,72.0,168.0,61.53846153846154,86.73617379884035,4900,0.0,0.0
11732,11733,3180,20,64,75,1597,1.0,2.0,2.0,72.0,181.0,58.15384615384615,22.737367544323206,4096,0.0,0.0
11733,11734,1566,20,58,68,1340,1.0,3.0,2.0,75.0,176.0,47.5,5.9604644775390625,3364,0.0,0.0
11734,11735,2049,31,73,73,1874,2.0,4.0,2.0,72.0,170.0,68.1923076923077,169.40658945086008,5329,0.0,0.0
11735,11736,1200,19,51,63,1408,1.0,2.0,2.0,72.0,157.0,50.5,1.25,2601,0.0,0.0
11736,11737,5360,22,65,75,1573,1.0,3.0,3.0,72.0,168.0,58.61538461538461,28.421709430404007,4225,0.0,0.0
11737,11738,1966,27,66,67,1654,1.0,3.0,3.0,73.0,172.0,59.84615384615385,35.52713678800501,4356,0.0,0.0
11738,11739,4860,23,67,72,1694,1.0,3.0,3.0,72.0,176.0,62.84615384615385,44.40892098500626,4489,0.0,0.0
11739,11740,9206,27,70,72,1809,1.0,3.0,2.0,73.0,185.0,63.88461538461539,86.73617379884035,4900,0.0,0.0
11740,11741,34891,26,70,71,1697,2.0,3.0,3.0,71.0,154.0,58.69230769230769,86.73617379884035,4900,0.0,0.0
11741,11742,9306,28,69,69,1638,1.0,3.0,2.0,72.0,181.0,60.73076923076923,69.38893903907228,4761,0.0,41978.0
11742,11743,3533,34,65,65,1447,1.0,3.0,2.0,72.0,183.0,51.57692307692308,28.421709430404007,4225,0.0,0.0
11743,11744,66000,32,81,81,1891,3.0,3.0,4.0,72.0,170.0,69.07692307692308,1009.7419586828951,6561,0.0,0.0
11744,11745,33402,25,78,81,1977,1.0,5.0,4.0,70.0,163.0,70.46153846153847,516.9878828456423,6084,0.0,6975.0
11745,11746,37232,21,69,79,1696,1.0,2.0,3.0,70.0,168.0,60.11538461538461,69.38893903907228,4761,0.0,0.0
11746,11747,13393,26,69,69,1118,1.0,3.0,1.0,75.0,181.0,0.0,69.38893903907228,4761,0.0,0.0
11747,11748,1890,34,65,65,1638,1.0,3.0,2.0,74.0,187.0,60.26923076923077,28.421709430404007,4225,0.0,0.0
11748,11749,5561,23,59,64,1546,1.0,3.0,2.0,65.0,117.0,56.03846153846154,7.450580596923828,3481,0.0,0.0
11749,11750,42613,25,74,78,1845,1.0,4.0,3.0,67.0,137.0,65.57692307692308,211.75823681357508,5476,0.0,31326.0
11750,11751,2908,26,66,69,1464,1.0,3.0,2.0,74.0,187.0,50.42307692307692,35.52713678800501,4356,0.0,0.0
11751,11752,5277,30,66,66,1754,1.0,3.0,2.0,72.0,168.0,61.84615384615385,35.52713678800501,4356,0.0,0.0
11752,11753,3578,30,66,66,1600,1.0,5.0,3.0,69.0,165.0,57.69230769230769,35.52713678800501,4356,0.0,0.0
11753,11754,1552,24,57,61,1060,1.0,3.0,1.0,77.0,176.0,0.0,4.76837158203125,3249,0.0,0.0
11754,11755,37081,31,77,77,2143,2.0,3.0,3.0,73.0,185.0,76.84615384615384,413.59030627651384,5929,0.0,0.0
11755,11756,12486,24,71,79,1245,1.0,3.0,1.0,74.0,176.0,0.0,108.42021724855044,5041,0.0,0.0
11756,11757,2150,18,57,73,1560,1.0,5.0,2.0,67.0,137.0,56.07692307692308,4.76837158203125,3249,0.0,0.0
11757,11758,23205,28,72,74,1698,1.0,3.0,2.0,71.0,172.0,61.92307692307692,135.52527156068805,5184,0.0,0.0
11758,11759,5872,20,65,78,1339,1.0,3.0,2.0,73.0,161.0,49.46153846153846,28.421709430404007,4225,0.0,0.0
11759,11760,53243,29,76,76,2018,1.0,3.0,3.0,73.0,157.0,73.42307692307692,330.8722450212111,5776,0.0,42891.0
11760,11761,1835,18,56,76,953,1.0,3.0,1.0,75.0,172.0,0.0,3.814697265625,3136,0.0,0.0
11761,11762,12774,26,74,75,1796,1.0,4.0,3.0,72.0,176.0,62.11538461538461,211.75823681357508,5476,0.0,0.0
11762,11763,7087,22,72,80,2032,1.0,5.0,3.0,70.0,150.0,71.57692307692308,135.52527156068805,5184,0.0,6460.0
11763,11764,89252,23,85,90,2196,3.0,4.0,3.0,72.0,170.0,82.84615384615384,2465.190328815662,7225,137.0,0.0
11764,11765,26012,23,84,88,2223,2.0,3.0,4.0,70.0,152.0,79.46153846153847,1972.1522630525294,7056,0.0,0.0
11765,11766,5791,30,68,68,1768,1.0,3.0,2.0,70.0,148.0,62.84615384615385,55.51115123125783,4624,0.0,0.0
11766,11767,3774,24,56,61,1400,1.0,4.0,2.0,70.0,168.0,50.26923076923077,3.814697265625,3136,0.0,0.0
11767,11768,4557,23,65,71,1400,1.0,2.0,2.0,77.0,196.0,51.88461538461539,28.421709430404007,4225,0.0,0.0
11768,11769,1178,26,63,64,1549,1.0,3.0,3.0,70.0,157.0,55.07692307692308,18.189894035458565,3969,0.0,0.0
11769,11770,8289,22,70,77,1526,1.0,2.0,2.0,74.0,185.0,57.03846153846154,86.73617379884035,4900,0.0,0.0
11770,11771,1542,22,63,72,1486,1.0,3.0,2.0,72.0,165.0,52.76923076923077,18.189894035458565,3969,0.0,0.0
11771,11772,15507,30,76,76,1682,1.0,3.0,2.0,76.0,201.0,62.76923076923077,330.8722450212111,5776,0.0,0.0
11772,11773,203,30,71,71,1776,1.0,3.0,3.0,69.0,163.0,62.73076923076923,108.42021724855044,5041,0.0,0.0
11773,11774,14951,31,75,75,1964,1.0,2.0,3.0,70.0,152.0,71.61538461538461,264.6977960169689,5625,0.0,0.0
11774,11775,3718,29,62,64,1178,1.0,3.0,1.0,74.0,179.0,0.0,14.551915228366852,3844,0.0,23246.0
11775,11776,1937,27,62,63,1342,1.0,3.0,2.0,72.0,172.0,46.23076923076923,14.551915228366852,3844,0.0,0.0
11776,11777,48574,29,84,85,1333,2.0,3.0,1.0,74.0,192.0,0.0,1972.1522630525294,7056,0.0,42277.0
11777,11778,2507,20,60,69,1498,1.0,3.0,2.0,69.0,159.0,53.26923076923077,9.313225746154785,3600,0.0,0.0
11778,11779,1269,18,48,66,1376,1.0,3.0,2.0,74.0,165.0,47.80769230769231,0.64,2304,0.0,23246.0
11779,11780,252,24,59,65,1579,1.0,3.0,2.0,67.0,143.0,57.61538461538461,7.450580596923828,3481,0.0,0.0
11780,11781,1548,28,61,61,1433,1.0,3.0,2.0,72.0,172.0,50.38461538461539,11.641532182693481,3721,0.0,0.0
11781,11782,1378,17,56,74,1551,1.0,3.0,2.0,70.0,159.0,56.19230769230769,3.814697265625,3136,0.0,0.0
11782,11783,1489,29,57,57,1457,1.0,3.0,2.0,73.0,174.0,52.96153846153846,4.76837158203125,3249,0.0,3135.0
11783,11784,1466,25,60,65,1641,1.0,3.0,2.0,67.0,152.0,58.11538461538461,9.313225746154785,3600,0.0,0.0
11784,11785,112112,25,80,81,1917,2.0,4.0,4.0,65.0,132.0,69.6923076923077,807.7935669463161,6400,128.0,0.0
11785,11786,2494,21,62,75,1257,1.0,3.0,2.0,76.0,194.0,43.92307692307692,14.551915228366852,3844,0.0,0.0
11786,11787,10427,30,74,74,1991,1.0,3.0,2.0,70.0,163.0,71.0,211.75823681357508,5476,0.0,0.0
11787,11788,7193,26,68,69,1783,1.0,2.0,3.0,72.0,170.0,63.53846153846154,55.51115123125783,4624,0.0,0.0
11788,11789,1637,23,60,66,1496,1.0,3.0,3.0,65.0,137.0,54.07692307692308,9.313225746154785,3600,0.0,3135.0
11789,11790,8606,20,71,84,1554,1.0,3.0,2.0,73.0,172.0,59.69230769230769,108.42021724855044,5041,0.0,0.0
11790,11791,3108,23,65,69,1547,1.0,2.0,2.0,74.0,154.0,55.34615384615385,28.421709430404007,4225,0.0,0.0
11791,11792,4070,25,70,75,1827,1.0,2.0,3.0,70.0,168.0,65.8076923076923,86.73617379884035,4900,0.0,0.0
11792,11793,15757,26,75,75,1942,1.0,4.0,2.0,70.0,165.0,72.03846153846153,264.6977960169689,5625,0.0,0.0
11793,11794,10965,27,69,70,1906,1.0,4.0,2.0,73.0,179.0,67.65384615384616,69.38893903907228,4761,0.0,0.0
11794,11795,1926,24,50,55,1382,1.0,3.0,2.0,71.0,172.0,49.57692307692308,1.0,2500,0.0,0.0
11795,11796,1606,20,62,76,1545,1.0,3.0,2.0,67.0,154.0,54.61538461538461,14.551915228366852,3844,0.0,0.0
11796,11797,9305,26,73,75,1438,1.0,3.0,2.0,75.0,185.0,54.92307692307692,169.40658945086008,5329,0.0,0.0
11797,11798,2230,26,71,72,1700,2.0,3.0,3.0,72.0,161.0,60.11538461538461,108.42021724855044,5041,0.0,0.0
11798,11799,1455,18,55,70,1437,1.0,3.0,3.0,66.0,123.0,53.15384615384615,3.0517578125,3025,0.0,4454.0
11799,11800,2920,27,65,65,1692,1.0,4.0,2.0,67.0,150.0,61.26923076923077,28.421709430404007,4225,0.0,0.0
11800,11801,1811,28,66,66,1771,1.0,4.0,3.0,69.0,161.0,63.34615384615385,35.52713678800501,4356,0.0,0.0
11801,11802,1506,28,65,65,1652,1.0,3.0,2.0,74.0,190.0,56.84615384615385,28.421709430404007,4225,0.0,0.0
11802,11803,16173,27,75,75,1914,1.0,2.0,3.0,68.0,157.0,66.76923076923077,264.6977960169689,5625,0.0,0.0
11803,11804,2226,23,61,66,1364,1.0,3.0,2.0,75.0,179.0,47.19230769230769,11.641532182693481,3721,0.0,0.0
11804,11805,1472,23,60,65,1599,1.0,2.0,3.0,70.0,146.0,56.19230769230769,9.313225746154785,3600,0.0,0.0
11805,11806,5456,27,62,63,1749,1.0,3.0,2.0,74.0,183.0,62.84615384615385,14.551915228366852,3844,0.0,0.0
11806,11807,1578,21,53,65,1371,1.0,3.0,2.0,71.0,154.0,45.5,1.953125,2809,0.0,0.0
11807,11808,1360,32,66,66,1727,1.0,3.0,3.0,70.0,163.0,63.46153846153846,35.52713678800501,4356,0.0,0.0
11808,11809,51862,25,77,78,1860,2.0,3.0,4.0,67.0,165.0,67.42307692307692,413.59030627651384,5929,0.0,42891.0
11809,11810,236317,27,83,83,2048,2.0,4.0,4.0,68.0,154.0,74.92307692307692,1577.7218104420235,6889,307.0,0.0
11810,11811,9325,32,68,68,1202,1.0,3.0,1.0,74.0,176.0,0.0,55.51115123125783,4624,0.0,0.0
11811,11812,30020,30,73,73,1874,1.0,3.0,3.0,71.0,176.0,64.15384615384616,169.40658945086008,5329,0.0,12818.0
11812,11813,2475,28,64,64,1385,1.0,3.0,2.0,74.0,165.0,49.65384615384615,22.737367544323206,4096,0.0,0.0
11813,11814,1411,20,63,77,1528,1.0,3.0,3.0,70.0,148.0,53.34615384615385,18.189894035458565,3969,0.0,0.0
11814,11815,21570,21,72,80,1748,1.0,3.0,4.0,69.0,157.0,63.34615384615385,135.52527156068805,5184,0.0,18475.0
